"Date","Time","Test Total Time",,
"08/17/22","12:54:54","(hh:mm:ss): 1:01:12",,
,,,,
"Rated Capacity","Tested Capacity","PASS",,,
"2.25 Ah","2.29 Ah",,,
,,,,
"Cells","Battery Type","Battery Weight",,
"1","Li-poly","0.500 kg",,
"Battery Age","Battery Manufacturer","Battery Notes",,
"1.000 mo","","",,
,,,,
"Sample Rate",,,,
"1.000",,,,
,,,,
"Test Current","Graph Type",,,
"2.250 Amps","AmpHrs",,,
,,,,
"Test","Time (s)","Voltage (V)","Current","Temp (F)"
"2250mAh 1s 1C 2.25A","2823.000","3.666","2.250","71.30"
"2250mAh 1s 1C 2.25A","2824.000","3.665","2.250","71.20"
"2250mAh 1s 1C 2.25A","2825.000","3.665","2.250","71.30"
"2250mAh 1s 1C 2.25A","2826.000","3.665","2.250","71.30"
"2250mAh 1s 1C 2.25A","2827.000","3.665","2.250","71.20"
"2250mAh 1s 1C 2.25A","2828.000","3.665","2.250","71.30"
"2250mAh 1s 1C 2.25A","2829.000","3.665","2.250","71.40"
"2250mAh 1s 1C 2.25A","2830.000","3.665","2.250","71.40"
"2250mAh 1s 1C 2.25A","2831.000","3.665","2.250","71.30"
"2250mAh 1s 1C 2.25A","2832.000","3.665","2.250","71.40"
"2250mAh 1s 1C 2.25A","2833.000","3.665","2.250","71.30"
"2250mAh 1s 1C 2.25A","2834.000","3.665","2.250","71.30"
"2250mAh 1s 1C 2.25A","2835.000","3.665","2.250","71.40"
"2250mAh 1s 1C 2.25A","2836.000","3.665","2.250","71.50"
"2250mAh 1s 1C 2.25A","2837.000","3.664","2.250","71.40"
"2250mAh 1s 1C 2.25A","2838.000","3.665","2.250","71.30"
"2250mAh 1s 1C 2.25A","2839.000","3.664","2.250","71.40"
"2250mAh 1s 1C 2.25A","2840.000","3.664","2.250","71.40"
"2250mAh 1s 1C 2.25A","2841.000","3.664","2.250","71.50"
"2250mAh 1s 1C 2.25A","2842.000","3.664","2.250","71.40"
"2250mAh 1s 1C 2.25A","2843.000","3.664","2.250","71.40"
"2250mAh 1s 1C 2.25A","2844.000","3.664","2.250","71.40"
"2250mAh 1s 1C 2.25A","2845.000","3.664","2.250","71.50"
"2250mAh 1s 1C 2.25A","2846.000","3.664","2.250","71.40"
"2250mAh 1s 1C 2.25A","2847.000","3.664","2.250","71.40"
"2250mAh 1s 1C 2.25A","2848.000","3.664","2.250","71.40"
"2250mAh 1s 1C 2.25A","2849.000","3.664","2.250","71.40"
"2250mAh 1s 1C 2.25A","2850.000","3.664","2.250","71.40"
"2250mAh 1s 1C 2.25A","2851.000","3.664","2.250","71.40"
"2250mAh 1s 1C 2.25A","2852.000","3.664","2.250","71.50"
"2250mAh 1s 1C 2.25A","2853.000","3.664","2.250","71.40"
"2250mAh 1s 1C 2.25A","2854.000","3.664","2.250","71.40"
"2250mAh 1s 1C 2.25A","2855.000","3.664","2.250","71.50"
"2250mAh 1s 1C 2.25A","2856.000","3.664","2.250","71.50"
"2250mAh 1s 1C 2.25A","2857.000","3.664","2.250","71.50"
"2250mAh 1s 1C 2.25A","2858.000","3.664","2.250","71.40"
"2250mAh 1s 1C 2.25A","2859.000","3.664","2.250","71.50"
"2250mAh 1s 1C 2.25A","2860.000","3.664","2.250","71.50"
"2250mAh 1s 1C 2.25A","2861.000","3.662","2.250","71.50"
"2250mAh 1s 1C 2.25A","2862.000","3.662","2.250","71.50"
"2250mAh 1s 1C 2.25A","2863.000","3.662","2.250","71.50"
"2250mAh 1s 1C 2.25A","2864.000","3.662","2.250","71.50"
"2250mAh 1s 1C 2.25A","2865.000","3.662","2.250","71.40"
"2250mAh 1s 1C 2.25A","2866.000","3.662","2.250","71.50"
"2250mAh 1s 1C 2.25A","2867.000","3.662","2.250","71.50"
"2250mAh 1s 1C 2.25A","2868.000","3.662","2.250","71.40"
"2250mAh 1s 1C 2.25A","2869.000","3.662","2.250","71.50"
"2250mAh 1s 1C 2.25A","2870.000","3.661","2.250","71.50"
"2250mAh 1s 1C 2.25A","2871.000","3.661","2.250","71.50"
"2250mAh 1s 1C 2.25A","2872.000","3.662","2.250","71.50"
"2250mAh 1s 1C 2.25A","2873.000","3.661","2.250","71.50"
"2250mAh 1s 1C 2.25A","2874.000","3.661","2.250","71.50"
"2250mAh 1s 1C 2.25A","2875.000","3.661","2.250","71.50"
"2250mAh 1s 1C 2.25A","2876.000","3.661","2.250","71.50"
"2250mAh 1s 1C 2.25A","2877.000","3.661","2.250","71.50"
"2250mAh 1s 1C 2.25A","2878.000","3.661","2.250","71.50"
"2250mAh 1s 1C 2.25A","2879.000","3.661","2.250","71.50"
"2250mAh 1s 1C 2.25A","2880.000","3.661","2.250","71.50"
"2250mAh 1s 1C 2.25A","2881.000","3.661","2.250","71.50"
"2250mAh 1s 1C 2.25A","2882.000","3.661","2.250","71.50"
"2250mAh 1s 1C 2.25A","2883.000","3.661","2.250","71.50"
"2250mAh 1s 1C 2.25A","2884.000","3.661","2.250","71.50"
"2250mAh 1s 1C 2.25A","2885.000","3.661","2.250","71.50"
"2250mAh 1s 1C 2.25A","2886.000","3.660","2.250","71.50"
"2250mAh 1s 1C 2.25A","2887.000","3.660","2.250","71.50"
"2250mAh 1s 1C 2.25A","2888.000","3.660","2.250","71.50"
"2250mAh 1s 1C 2.25A","2889.000","3.660","2.250","71.50"
"2250mAh 1s 1C 2.25A","2890.000","3.660","2.250","71.50"
"2250mAh 1s 1C 2.25A","2891.000","3.660","2.250","71.50"
"2250mAh 1s 1C 2.25A","2892.000","3.660","2.250","71.60"
"2250mAh 1s 1C 2.25A","2893.000","3.660","2.250","71.60"
"2250mAh 1s 1C 2.25A","2894.000","3.660","2.250","71.50"
"2250mAh 1s 1C 2.25A","2895.000","3.659","2.250","71.60"
"2250mAh 1s 1C 2.25A","2896.000","3.660","2.250","71.60"
"2250mAh 1s 1C 2.25A","2897.000","3.660","2.250","71.60"
"2250mAh 1s 1C 2.25A","2898.000","3.659","2.250","71.50"
"2250mAh 1s 1C 2.25A","2899.000","3.659","2.250","71.50"
"2250mAh 1s 1C 2.25A","2900.000","3.659","2.250","71.60"
"2250mAh 1s 1C 2.25A","2901.000","3.659","2.250","71.60"
"2250mAh 1s 1C 2.25A","2902.000","3.659","2.250","71.50"
"2250mAh 1s 1C 2.25A","2903.000","3.659","2.250","71.60"
"2250mAh 1s 1C 2.25A","2904.000","3.659","2.250","71.60"
"2250mAh 1s 1C 2.25A","2905.000","3.659","2.250","71.50"
"2250mAh 1s 1C 2.25A","2906.000","3.659","2.250","71.50"
"2250mAh 1s 1C 2.25A","2907.000","3.659","2.250","71.60"
"2250mAh 1s 1C 2.25A","2908.000","3.659","2.250","71.60"
"2250mAh 1s 1C 2.25A","2909.000","3.659","2.250","71.50"
"2250mAh 1s 1C 2.25A","2910.000","3.659","2.250","71.60"
"2250mAh 1s 1C 2.25A","2911.000","3.659","2.250","71.60"
"2250mAh 1s 1C 2.25A","2912.000","3.659","2.250","71.60"
"2250mAh 1s 1C 2.25A","2913.000","3.659","2.250","71.60"
"2250mAh 1s 1C 2.25A","2914.000","3.657","2.250","71.60"
"2250mAh 1s 1C 2.25A","2915.000","3.657","2.250","71.60"
"2250mAh 1s 1C 2.25A","2916.000","3.657","2.250","71.60"
"2250mAh 1s 1C 2.25A","2917.000","3.657","2.250","71.60"
"2250mAh 1s 1C 2.25A","2918.000","3.657","2.250","71.60"
"2250mAh 1s 1C 2.25A","2919.000","3.657","2.250","71.60"
"2250mAh 1s 1C 2.25A","2920.000","3.656","2.250","71.60"
"2250mAh 1s 1C 2.25A","2921.000","3.656","2.250","71.60"
"2250mAh 1s 1C 2.25A","2922.000","3.657","2.250","71.60"
"2250mAh 1s 1C 2.25A","2923.000","3.656","2.250","71.60"
"2250mAh 1s 1C 2.25A","2924.000","3.656","2.250","71.60"
"2250mAh 1s 1C 2.25A","2925.000","3.656","2.250","71.60"
"2250mAh 1s 1C 2.25A","2926.000","3.656","2.250","71.70"
"2250mAh 1s 1C 2.25A","2927.000","3.656","2.250","71.60"
"2250mAh 1s 1C 2.25A","2928.000","3.655","2.250","71.60"
"2250mAh 1s 1C 2.25A","2929.000","3.656","2.250","71.60"
"2250mAh 1s 1C 2.25A","2930.000","3.655","2.250","71.60"
"2250mAh 1s 1C 2.25A","2931.000","3.655","2.250","71.60"
"2250mAh 1s 1C 2.25A","2932.000","3.655","2.250","71.70"
"2250mAh 1s 1C 2.25A","2933.000","3.655","2.250","71.60"
"2250mAh 1s 1C 2.25A","2934.000","3.655","2.250","71.70"
"2250mAh 1s 1C 2.25A","2935.000","3.655","2.250","71.60"
"2250mAh 1s 1C 2.25A","2936.000","3.653","2.250","71.60"
"2250mAh 1s 1C 2.25A","2937.000","3.653","2.250","71.70"
"2250mAh 1s 1C 2.25A","2938.000","3.655","2.250","71.60"
"2250mAh 1s 1C 2.25A","2939.000","3.653","2.250","71.70"
"2250mAh 1s 1C 2.25A","2940.000","3.653","2.250","71.70"
"2250mAh 1s 1C 2.25A","2941.000","3.653","2.250","71.70"
"2250mAh 1s 1C 2.25A","2942.000","3.653","2.250","71.60"
"2250mAh 1s 1C 2.25A","2943.000","3.653","2.250","71.60"
"2250mAh 1s 1C 2.25A","2944.000","3.653","2.250","71.70"
"2250mAh 1s 1C 2.25A","2945.000","3.653","2.250","71.70"
"2250mAh 1s 1C 2.25A","2946.000","3.653","2.250","71.70"
"2250mAh 1s 1C 2.25A","2947.000","3.653","2.250","71.70"
"2250mAh 1s 1C 2.25A","2948.000","3.653","2.250","71.70"
"2250mAh 1s 1C 2.25A","2949.000","3.652","2.250","71.70"
"2250mAh 1s 1C 2.25A","2950.000","3.653","2.250","71.70"
"2250mAh 1s 1C 2.25A","2951.000","3.653","2.250","71.70"
"2250mAh 1s 1C 2.25A","2952.000","3.653","2.250","71.70"
"2250mAh 1s 1C 2.25A","2953.000","3.652","2.250","71.70"
"2250mAh 1s 1C 2.25A","2954.000","3.652","2.250","71.60"
"2250mAh 1s 1C 2.25A","2955.000","3.652","2.250","71.70"
"2250mAh 1s 1C 2.25A","2956.000","3.652","2.250","71.60"
"2250mAh 1s 1C 2.25A","2957.000","3.652","2.250","71.70"
"2250mAh 1s 1C 2.25A","2958.000","3.652","2.250","71.80"
"2250mAh 1s 1C 2.25A","2959.000","3.652","2.250","71.70"
"2250mAh 1s 1C 2.25A","2960.000","3.652","2.250","71.70"
"2250mAh 1s 1C 2.25A","2961.000","3.652","2.250","71.70"
"2250mAh 1s 1C 2.25A","2962.000","3.652","2.250","71.70"
"2250mAh 1s 1C 2.25A","2963.000","3.651","2.250","71.70"
"2250mAh 1s 1C 2.25A","2964.000","3.651","2.250","71.70"
"2250mAh 1s 1C 2.25A","2965.000","3.651","2.250","71.70"
"2250mAh 1s 1C 2.25A","2966.000","3.651","2.250","71.70"
"2250mAh 1s 1C 2.25A","2967.000","3.651","2.250","71.70"
"2250mAh 1s 1C 2.25A","2968.000","3.651","2.250","71.70"
"2250mAh 1s 1C 2.25A","2969.000","3.651","2.250","71.80"
"2250mAh 1s 1C 2.25A","2970.000","3.651","2.250","71.70"
"2250mAh 1s 1C 2.25A","2971.000","3.651","2.250","71.80"
"2250mAh 1s 1C 2.25A","2972.000","3.651","2.250","71.70"
"2250mAh 1s 1C 2.25A","2973.000","3.651","2.250","71.70"
"2250mAh 1s 1C 2.25A","2974.000","3.651","2.250","71.80"
"2250mAh 1s 1C 2.25A","2975.000","3.650","2.250","71.80"
"2250mAh 1s 1C 2.25A","2976.000","3.650","2.250","71.80"
"2250mAh 1s 1C 2.25A","2977.000","3.650","2.250","71.70"
"2250mAh 1s 1C 2.25A","2978.000","3.650","2.250","71.80"
"2250mAh 1s 1C 2.25A","2979.000","3.650","2.250","71.70"
"2250mAh 1s 1C 2.25A","2980.000","3.650","2.250","71.70"
"2250mAh 1s 1C 2.25A","2981.000","3.648","2.250","71.80"
"2250mAh 1s 1C 2.25A","2982.000","3.648","2.250","71.70"
"2250mAh 1s 1C 2.25A","2983.000","3.648","2.250","71.80"
"2250mAh 1s 1C 2.25A","2984.000","3.648","2.250","71.80"
"2250mAh 1s 1C 2.25A","2985.000","3.648","2.250","71.80"
"2250mAh 1s 1C 2.25A","2986.000","3.648","2.250","71.70"
"2250mAh 1s 1C 2.25A","2987.000","3.648","2.250","71.70"
"2250mAh 1s 1C 2.25A","2988.000","3.648","2.250","71.80"
"2250mAh 1s 1C 2.25A","2989.000","3.648","2.250","71.80"
"2250mAh 1s 1C 2.25A","2990.000","3.648","2.250","71.80"
"2250mAh 1s 1C 2.25A","2991.000","3.648","2.250","71.80"
"2250mAh 1s 1C 2.25A","2992.000","3.648","2.250","71.80"
"2250mAh 1s 1C 2.25A","2993.000","3.648","2.250","71.80"
"2250mAh 1s 1C 2.25A","2994.000","3.648","2.250","71.90"
"2250mAh 1s 1C 2.25A","2995.000","3.648","2.250","71.80"
"2250mAh 1s 1C 2.25A","2996.000","3.648","2.250","71.80"
"2250mAh 1s 1C 2.25A","2997.000","3.647","2.250","71.80"
"2250mAh 1s 1C 2.25A","2998.000","3.647","2.250","71.80"
"2250mAh 1s 1C 2.25A","2999.000","3.647","2.250","71.80"
"2250mAh 1s 1C 2.25A","3000.000","3.647","2.250","71.80"
"2250mAh 1s 1C 2.25A","3001.000","3.646","2.250","71.80"
"2250mAh 1s 1C 2.25A","3002.000","3.646","2.250","71.80"
"2250mAh 1s 1C 2.25A","3003.000","3.646","2.250","71.80"
"2250mAh 1s 1C 2.25A","3004.000","3.646","2.250","71.80"
"2250mAh 1s 1C 2.25A","3005.000","3.646","2.250","71.90"
"2250mAh 1s 1C 2.25A","3006.000","3.646","2.250","71.90"
"2250mAh 1s 1C 2.25A","3007.000","3.646","2.250","71.80"
"2250mAh 1s 1C 2.25A","3008.000","3.646","2.250","71.80"
"2250mAh 1s 1C 2.25A","3009.000","3.646","2.250","71.90"
"2250mAh 1s 1C 2.25A","3010.000","3.646","2.250","71.90"
"2250mAh 1s 1C 2.25A","3011.000","3.646","2.250","71.90"
"2250mAh 1s 1C 2.25A","3012.000","3.646","2.250","71.90"
"2250mAh 1s 1C 2.25A","3013.000","3.645","2.250","71.90"
"2250mAh 1s 1C 2.25A","3014.000","3.645","2.250","71.90"
"2250mAh 1s 1C 2.25A","3015.000","3.645","2.250","71.90"
"2250mAh 1s 1C 2.25A","3016.000","3.645","2.250","71.90"
"2250mAh 1s 1C 2.25A","3017.000","3.645","2.250","71.80"
"2250mAh 1s 1C 2.25A","3018.000","3.645","2.250","71.80"
"2250mAh 1s 1C 2.25A","3019.000","3.645","2.250","71.90"
"2250mAh 1s 1C 2.25A","3020.000","3.645","2.250","71.80"
"2250mAh 1s 1C 2.25A","3021.000","3.643","2.250","71.90"
"2250mAh 1s 1C 2.25A","3022.000","3.643","2.250","71.80"
"2250mAh 1s 1C 2.25A","3023.000","3.643","2.250","71.90"
"2250mAh 1s 1C 2.25A","3024.000","3.643","2.250","71.80"
"2250mAh 1s 1C 2.25A","3025.000","3.643","2.250","71.90"
"2250mAh 1s 1C 2.25A","3026.000","3.643","2.250","71.90"
"2250mAh 1s 1C 2.25A","3027.000","3.643","2.250","71.90"
"2250mAh 1s 1C 2.25A","3028.000","3.643","2.250","71.90"
"2250mAh 1s 1C 2.25A","3029.000","3.643","2.250","71.90"
"2250mAh 1s 1C 2.25A","3030.000","3.643","2.250","71.90"
"2250mAh 1s 1C 2.25A","3031.000","3.643","2.250","71.90"
"2250mAh 1s 1C 2.25A","3032.000","3.643","2.250","71.90"
"2250mAh 1s 1C 2.25A","3033.000","3.643","2.250","71.90"
"2250mAh 1s 1C 2.25A","3034.000","3.642","2.250","71.90"
"2250mAh 1s 1C 2.25A","3035.000","3.643","2.250","71.90"
"2250mAh 1s 1C 2.25A","3036.000","3.642","2.250","71.90"
"2250mAh 1s 1C 2.25A","3037.000","3.642","2.250","71.90"
"2250mAh 1s 1C 2.25A","3038.000","3.642","2.250","71.90"
"2250mAh 1s 1C 2.25A","3039.000","3.642","2.250","71.90"
"2250mAh 1s 1C 2.25A","3040.000","3.642","2.250","71.90"
"2250mAh 1s 1C 2.25A","3041.000","3.642","2.250","71.90"
"2250mAh 1s 1C 2.25A","3042.000","3.642","2.250","71.90"
"2250mAh 1s 1C 2.25A","3043.000","3.641","2.250","71.90"
"2250mAh 1s 1C 2.25A","3044.000","3.641","2.250","71.90"
"2250mAh 1s 1C 2.25A","3045.000","3.641","2.250","71.90"
"2250mAh 1s 1C 2.25A","3046.000","3.641","2.250","71.90"
"2250mAh 1s 1C 2.25A","3047.000","3.641","2.250","71.90"
"2250mAh 1s 1C 2.25A","3048.000","3.641","2.250","71.90"
"2250mAh 1s 1C 2.25A","3049.000","3.641","2.250","71.90"
"2250mAh 1s 1C 2.25A","3050.000","3.641","2.250","72.00"
"2250mAh 1s 1C 2.25A","3051.000","3.641","2.250","71.90"
"2250mAh 1s 1C 2.25A","3052.000","3.641","2.250","71.90"
"2250mAh 1s 1C 2.25A","3053.000","3.640","2.250","72.00"
"2250mAh 1s 1C 2.25A","3054.000","3.640","2.250","71.90"
"2250mAh 1s 1C 2.25A","3055.000","3.640","2.250","71.90"
"2250mAh 1s 1C 2.25A","3056.000","3.640","2.250","71.90"
"2250mAh 1s 1C 2.25A","3057.000","3.640","2.250","72.00"
"2250mAh 1s 1C 2.25A","3058.000","3.640","2.250","71.90"
"2250mAh 1s 1C 2.25A","3059.000","3.640","2.250","72.00"
"2250mAh 1s 1C 2.25A","3060.000","3.640","2.250","72.00"
"2250mAh 1s 1C 2.25A","3061.000","3.638","2.250","72.00"
"2250mAh 1s 1C 2.25A","3062.000","3.640","2.250","72.00"
"2250mAh 1s 1C 2.25A","3063.000","3.638","2.250","72.00"
"2250mAh 1s 1C 2.25A","3064.000","3.638","2.250","71.90"
"2250mAh 1s 1C 2.25A","3065.000","3.638","2.250","71.90"
"2250mAh 1s 1C 2.25A","3066.000","3.638","2.250","71.90"
"2250mAh 1s 1C 2.25A","3067.000","3.638","2.250","72.00"
"2250mAh 1s 1C 2.25A","3068.000","3.638","2.250","72.00"
"2250mAh 1s 1C 2.25A","3069.000","3.638","2.250","71.90"
"2250mAh 1s 1C 2.25A","3070.000","3.638","2.250","72.00"
"2250mAh 1s 1C 2.25A","3071.000","3.638","2.250","72.00"
"2250mAh 1s 1C 2.25A","3072.000","3.638","2.250","72.00"
"2250mAh 1s 1C 2.25A","3073.000","3.638","2.250","72.00"
"2250mAh 1s 1C 2.25A","3074.000","3.638","2.250","72.00"
"2250mAh 1s 1C 2.25A","3075.000","3.638","2.250","72.00"
"2250mAh 1s 1C 2.25A","3076.000","3.638","2.250","72.00"
"2250mAh 1s 1C 2.25A","3077.000","3.638","2.250","72.00"
"2250mAh 1s 1C 2.25A","3078.000","3.638","2.250","72.00"
"2250mAh 1s 1C 2.25A","3079.000","3.638","2.250","72.00"
"2250mAh 1s 1C 2.25A","3080.000","3.637","2.250","72.00"
"2250mAh 1s 1C 2.25A","3081.000","3.638","2.250","72.00"
"2250mAh 1s 1C 2.25A","3082.000","3.637","2.250","72.00"
"2250mAh 1s 1C 2.25A","3083.000","3.637","2.250","72.10"
"2250mAh 1s 1C 2.25A","3084.000","3.637","2.250","72.10"
"2250mAh 1s 1C 2.25A","3085.000","3.637","2.250","72.00"
"2250mAh 1s 1C 2.25A","3086.000","3.637","2.250","72.00"
"2250mAh 1s 1C 2.25A","3087.000","3.636","2.250","72.00"
"2250mAh 1s 1C 2.25A","3088.000","3.636","2.250","72.00"
"2250mAh 1s 1C 2.25A","3089.000","3.636","2.250","72.00"
"2250mAh 1s 1C 2.25A","3090.000","3.636","2.250","72.10"
"2250mAh 1s 1C 2.25A","3091.000","3.636","2.250","72.10"
"2250mAh 1s 1C 2.25A","3092.000","3.636","2.250","72.10"
"2250mAh 1s 1C 2.25A","3093.000","3.636","2.250","72.00"
"2250mAh 1s 1C 2.25A","3094.000","3.636","2.250","72.00"
"2250mAh 1s 1C 2.25A","3095.000","3.636","2.250","72.10"
"2250mAh 1s 1C 2.25A","3096.000","3.636","2.250","72.10"
"2250mAh 1s 1C 2.25A","3097.000","3.635","2.250","72.10"
"2250mAh 1s 1C 2.25A","3098.000","3.636","2.250","72.10"
"2250mAh 1s 1C 2.25A","3099.000","3.635","2.250","72.10"
"2250mAh 1s 1C 2.25A","3100.000","3.635","2.250","72.00"
"2250mAh 1s 1C 2.25A","3101.000","3.635","2.250","72.00"
"2250mAh 1s 1C 2.25A","3102.000","3.635","2.250","72.00"
"2250mAh 1s 1C 2.25A","3103.000","3.635","2.250","72.10"
"2250mAh 1s 1C 2.25A","3104.000","3.635","2.250","72.10"
"2250mAh 1s 1C 2.25A","3105.000","3.635","2.250","72.00"
"2250mAh 1s 1C 2.25A","3106.000","3.633","2.250","72.00"
"2250mAh 1s 1C 2.25A","3107.000","3.633","2.250","72.10"
"2250mAh 1s 1C 2.25A","3108.000","3.633","2.250","72.00"
"2250mAh 1s 1C 2.25A","3109.000","3.633","2.250","72.10"
"2250mAh 1s 1C 2.25A","3110.000","3.633","2.250","72.10"
"2250mAh 1s 1C 2.25A","3111.000","3.633","2.250","72.10"
"2250mAh 1s 1C 2.25A","3112.000","3.633","2.250","72.00"
"2250mAh 1s 1C 2.25A","3113.000","3.633","2.250","72.10"
"2250mAh 1s 1C 2.25A","3114.000","3.633","2.250","72.10"
"2250mAh 1s 1C 2.25A","3115.000","3.633","2.250","72.10"
"2250mAh 1s 1C 2.25A","3116.000","3.633","2.250","72.10"
"2250mAh 1s 1C 2.25A","3117.000","3.633","2.250","72.10"
"2250mAh 1s 1C 2.25A","3118.000","3.633","2.250","72.10"
"2250mAh 1s 1C 2.25A","3119.000","3.633","2.250","72.10"
"2250mAh 1s 1C 2.25A","3120.000","3.633","2.250","72.10"
"2250mAh 1s 1C 2.25A","3121.000","3.633","2.250","72.10"
"2250mAh 1s 1C 2.25A","3122.000","3.632","2.250","72.10"
"2250mAh 1s 1C 2.25A","3123.000","3.633","2.250","72.10"
"2250mAh 1s 1C 2.25A","3124.000","3.633","2.250","72.10"
"2250mAh 1s 1C 2.25A","3125.000","3.632","2.250","72.10"
"2250mAh 1s 1C 2.25A","3126.000","3.632","2.250","72.10"
"2250mAh 1s 1C 2.25A","3127.000","3.632","2.250","72.10"
"2250mAh 1s 1C 2.25A","3128.000","3.632","2.250","72.20"
"2250mAh 1s 1C 2.25A","3129.000","3.632","2.250","72.00"
"2250mAh 1s 1C 2.25A","3130.000","3.632","2.250","72.10"
"2250mAh 1s 1C 2.25A","3131.000","3.632","2.250","72.10"
"2250mAh 1s 1C 2.25A","3132.000","3.632","2.250","72.10"
"2250mAh 1s 1C 2.25A","3133.000","3.632","2.250","72.10"
"2250mAh 1s 1C 2.25A","3134.000","3.632","2.250","72.10"
"2250mAh 1s 1C 2.25A","3135.000","3.632","2.250","72.20"
"2250mAh 1s 1C 2.25A","3136.000","3.632","2.250","72.10"
"2250mAh 1s 1C 2.25A","3137.000","3.632","2.250","72.20"
"2250mAh 1s 1C 2.25A","3138.000","3.632","2.250","72.20"
"2250mAh 1s 1C 2.25A","3139.000","3.632","2.250","72.10"
"2250mAh 1s 1C 2.25A","3140.000","3.631","2.250","72.10"
"2250mAh 1s 1C 2.25A","3141.000","3.631","2.250","72.10"
"2250mAh 1s 1C 2.25A","3142.000","3.631","2.250","72.20"
"2250mAh 1s 1C 2.25A","3143.000","3.631","2.250","72.10"
"2250mAh 1s 1C 2.25A","3144.000","3.631","2.250","72.10"
"2250mAh 1s 1C 2.25A","3145.000","3.631","2.250","72.10"
"2250mAh 1s 1C 2.25A","3146.000","3.631","2.250","72.10"
"2250mAh 1s 1C 2.25A","3147.000","3.631","2.250","72.10"
"2250mAh 1s 1C 2.25A","3148.000","3.631","2.250","72.20"
"2250mAh 1s 1C 2.25A","3149.000","3.631","2.250","72.10"
"2250mAh 1s 1C 2.25A","3150.000","3.631","2.250","72.20"
"2250mAh 1s 1C 2.25A","3151.000","3.631","2.250","72.10"
"2250mAh 1s 1C 2.25A","3152.000","3.631","2.250","72.10"
"2250mAh 1s 1C 2.25A","3153.000","3.631","2.250","72.10"
"2250mAh 1s 1C 2.25A","3154.000","3.631","2.250","72.20"
"2250mAh 1s 1C 2.25A","3155.000","3.631","2.250","72.20"
"2250mAh 1s 1C 2.25A","3156.000","3.631","2.250","72.20"
"2250mAh 1s 1C 2.25A","3157.000","3.631","2.250","72.20"
"2250mAh 1s 1C 2.25A","3158.000","3.630","2.250","72.20"
"2250mAh 1s 1C 2.25A","3159.000","3.630","2.250","72.20"
"2250mAh 1s 1C 2.25A","3160.000","3.630","2.250","72.20"
"2250mAh 1s 1C 2.25A","3161.000","3.630","2.250","72.20"
"2250mAh 1s 1C 2.25A","3162.000","3.630","2.250","72.10"
"2250mAh 1s 1C 2.25A","3163.000","3.630","2.250","72.20"
"2250mAh 1s 1C 2.25A","3164.000","3.630","2.250","72.20"
"2250mAh 1s 1C 2.25A","3165.000","3.630","2.250","72.20"
"2250mAh 1s 1C 2.25A","3166.000","3.630","2.250","72.20"
"2250mAh 1s 1C 2.25A","3167.000","3.630","2.250","72.20"
"2250mAh 1s 1C 2.25A","3168.000","3.630","2.250","72.20"
"2250mAh 1s 1C 2.25A","3169.000","3.630","2.250","72.20"
"2250mAh 1s 1C 2.25A","3170.000","3.630","2.250","72.20"
"2250mAh 1s 1C 2.25A","3171.000","3.628","2.250","72.20"
"2250mAh 1s 1C 2.25A","3172.000","3.628","2.250","72.20"
"2250mAh 1s 1C 2.25A","3173.000","3.628","2.250","72.20"
"2250mAh 1s 1C 2.25A","3174.000","3.628","2.250","72.30"
"2250mAh 1s 1C 2.25A","3175.000","3.628","2.250","72.20"
"2250mAh 1s 1C 2.25A","3176.000","3.628","2.250","72.20"
"2250mAh 1s 1C 2.25A","3177.000","3.628","2.250","72.30"
"2250mAh 1s 1C 2.25A","3178.000","3.628","2.250","72.20"
"2250mAh 1s 1C 2.25A","3179.000","3.628","2.250","72.20"
"2250mAh 1s 1C 2.25A","3180.000","3.628","2.250","72.30"
"2250mAh 1s 1C 2.25A","3181.000","3.628","2.250","72.20"
"2250mAh 1s 1C 2.25A","3182.000","3.628","2.250","72.20"
"2250mAh 1s 1C 2.25A","3183.000","3.628","2.250","72.20"
"2250mAh 1s 1C 2.25A","3184.000","3.628","2.250","72.30"
"2250mAh 1s 1C 2.25A","3185.000","3.628","2.250","72.30"
"2250mAh 1s 1C 2.25A","3186.000","3.628","2.250","72.30"
"2250mAh 1s 1C 2.25A","3187.000","3.628","2.250","72.30"
"2250mAh 1s 1C 2.25A","3188.000","3.627","2.250","72.20"
"2250mAh 1s 1C 2.25A","3189.000","3.628","2.250","72.20"
"2250mAh 1s 1C 2.25A","3190.000","3.627","2.250","72.30"
"2250mAh 1s 1C 2.25A","3191.000","3.627","2.250","72.20"
"2250mAh 1s 1C 2.25A","3192.000","3.627","2.250","72.30"
"2250mAh 1s 1C 2.25A","3193.000","3.627","2.250","72.30"
"2250mAh 1s 1C 2.25A","3194.000","3.627","2.250","72.30"
"2250mAh 1s 1C 2.25A","3195.000","3.627","2.250","72.30"
"2250mAh 1s 1C 2.25A","3196.000","3.627","2.250","72.20"
"2250mAh 1s 1C 2.25A","3197.000","3.627","2.250","72.20"
"2250mAh 1s 1C 2.25A","3198.000","3.627","2.250","72.30"
"2250mAh 1s 1C 2.25A","3199.000","3.626","2.250","72.20"
"2250mAh 1s 1C 2.25A","3200.000","3.626","2.250","72.30"
"2250mAh 1s 1C 2.25A","3201.000","3.626","2.250","72.30"
"2250mAh 1s 1C 2.25A","3202.000","3.626","2.250","72.30"
"2250mAh 1s 1C 2.25A","3203.000","3.626","2.250","72.30"
