"Date","Time","Test Total Time",,
"08/17/22","12:54:54","(hh:mm:ss): 1:01:12",,
,,,,
"Rated Capacity","Tested Capacity","PASS",,,
"2.25 Ah","2.29 Ah",,,
,,,,
"Cells","Battery Type","Battery Weight",,
"1","Li-poly","0.500 kg",,
"Battery Age","Battery Manufacturer","Battery Notes",,
"1.000 mo","","",,
,,,,
"Sample Rate",,,,
"1.000",,,,
,,,,
"Test Current","Graph Type",,,
"2.250 Amps","AmpHrs",,,
,,,,
"Test","Time (s)","Voltage (V)","Current","Temp (F)"
"2250mAh 1s 1C 2.25A","392.000","4.015","2.250","71.50"
"2250mAh 1s 1C 2.25A","393.000","4.015","2.250","71.50"
"2250mAh 1s 1C 2.25A","394.000","4.015","2.250","71.50"
"2250mAh 1s 1C 2.25A","395.000","4.015","2.250","71.50"
"2250mAh 1s 1C 2.25A","396.000","4.015","2.250","71.50"
"2250mAh 1s 1C 2.25A","397.000","4.015","2.250","71.50"
"2250mAh 1s 1C 2.25A","398.000","4.015","2.250","71.50"
"2250mAh 1s 1C 2.25A","399.000","4.015","2.250","71.50"
"2250mAh 1s 1C 2.25A","400.000","4.014","2.250","71.50"
"2250mAh 1s 1C 2.25A","401.000","4.014","2.250","71.50"
"2250mAh 1s 1C 2.25A","402.000","4.014","2.250","71.50"
"2250mAh 1s 1C 2.25A","403.000","4.014","2.250","71.50"
"2250mAh 1s 1C 2.25A","404.000","4.014","2.250","71.50"
"2250mAh 1s 1C 2.25A","405.000","4.014","2.250","71.50"
"2250mAh 1s 1C 2.25A","406.000","4.014","2.250","71.40"
"2250mAh 1s 1C 2.25A","407.000","4.014","2.250","71.50"
"2250mAh 1s 1C 2.25A","408.000","4.014","2.250","71.50"
"2250mAh 1s 1C 2.25A","409.000","4.013","2.250","71.50"
"2250mAh 1s 1C 2.25A","410.000","4.013","2.250","71.50"
"2250mAh 1s 1C 2.25A","411.000","4.013","2.250","71.50"
"2250mAh 1s 1C 2.25A","412.000","4.013","2.250","71.50"
"2250mAh 1s 1C 2.25A","413.000","4.013","2.250","71.50"
"2250mAh 1s 1C 2.25A","414.000","4.013","2.250","71.50"
"2250mAh 1s 1C 2.25A","415.000","4.013","2.250","71.50"
"2250mAh 1s 1C 2.25A","416.000","4.013","2.250","71.40"
"2250mAh 1s 1C 2.25A","417.000","4.013","2.250","71.60"
"2250mAh 1s 1C 2.25A","418.000","4.012","2.250","71.50"
"2250mAh 1s 1C 2.25A","419.000","4.012","2.250","71.50"
"2250mAh 1s 1C 2.25A","420.000","4.012","2.250","71.50"
"2250mAh 1s 1C 2.25A","421.000","4.012","2.250","71.60"
"2250mAh 1s 1C 2.25A","422.000","4.012","2.250","71.50"
"2250mAh 1s 1C 2.25A","423.000","4.012","2.250","71.50"
"2250mAh 1s 1C 2.25A","424.000","4.010","2.250","71.50"
"2250mAh 1s 1C 2.25A","425.000","4.010","2.250","71.50"
"2250mAh 1s 1C 2.25A","426.000","4.010","2.250","71.60"
"2250mAh 1s 1C 2.25A","427.000","4.010","2.250","71.60"
"2250mAh 1s 1C 2.25A","428.000","4.010","2.250","71.50"
"2250mAh 1s 1C 2.25A","429.000","4.010","2.250","71.50"
"2250mAh 1s 1C 2.25A","430.000","4.010","2.250","71.50"
"2250mAh 1s 1C 2.25A","431.000","4.010","2.250","71.60"
"2250mAh 1s 1C 2.25A","432.000","4.010","2.250","71.50"
"2250mAh 1s 1C 2.25A","433.000","4.010","2.250","71.60"
"2250mAh 1s 1C 2.25A","434.000","4.010","2.250","71.50"
"2250mAh 1s 1C 2.25A","435.000","4.009","2.250","71.60"
"2250mAh 1s 1C 2.25A","436.000","4.009","2.250","71.50"
"2250mAh 1s 1C 2.25A","437.000","4.009","2.250","71.60"
"2250mAh 1s 1C 2.25A","438.000","4.009","2.250","71.50"
"2250mAh 1s 1C 2.25A","439.000","4.009","2.250","71.50"
"2250mAh 1s 1C 2.25A","440.000","4.009","2.250","71.60"
"2250mAh 1s 1C 2.25A","441.000","4.008","2.250","71.60"
"2250mAh 1s 1C 2.25A","442.000","4.008","2.250","71.60"
"2250mAh 1s 1C 2.25A","443.000","4.008","2.250","71.60"
"2250mAh 1s 1C 2.25A","444.000","4.008","2.250","71.60"
"2250mAh 1s 1C 2.25A","445.000","4.008","2.250","71.60"
"2250mAh 1s 1C 2.25A","446.000","4.008","2.250","71.60"
"2250mAh 1s 1C 2.25A","447.000","4.008","2.250","71.60"
"2250mAh 1s 1C 2.25A","448.000","4.008","2.250","71.50"
"2250mAh 1s 1C 2.25A","449.000","4.007","2.250","71.60"
"2250mAh 1s 1C 2.25A","450.000","4.007","2.250","71.60"
"2250mAh 1s 1C 2.25A","451.000","4.007","2.250","71.60"
"2250mAh 1s 1C 2.25A","452.000","4.007","2.250","71.60"
"2250mAh 1s 1C 2.25A","453.000","4.007","2.250","71.60"
"2250mAh 1s 1C 2.25A","454.000","4.007","2.250","71.60"
"2250mAh 1s 1C 2.25A","455.000","4.005","2.250","71.60"
"2250mAh 1s 1C 2.25A","456.000","4.005","2.250","71.50"
"2250mAh 1s 1C 2.25A","457.000","4.005","2.250","71.60"
"2250mAh 1s 1C 2.25A","458.000","4.005","2.250","71.70"
"2250mAh 1s 1C 2.25A","459.000","4.005","2.250","71.60"
"2250mAh 1s 1C 2.25A","460.000","4.005","2.250","71.60"
"2250mAh 1s 1C 2.25A","461.000","4.005","2.250","71.60"
"2250mAh 1s 1C 2.25A","462.000","4.005","2.250","71.60"
"2250mAh 1s 1C 2.25A","463.000","4.005","2.250","71.70"
"2250mAh 1s 1C 2.25A","464.000","4.005","2.250","71.70"
"2250mAh 1s 1C 2.25A","465.000","4.004","2.250","71.60"
"2250mAh 1s 1C 2.25A","466.000","4.005","2.250","71.60"
"2250mAh 1s 1C 2.25A","467.000","4.004","2.250","71.60"
"2250mAh 1s 1C 2.25A","468.000","4.004","2.250","71.60"
"2250mAh 1s 1C 2.25A","469.000","4.004","2.250","71.60"
"2250mAh 1s 1C 2.25A","470.000","4.004","2.250","71.60"
"2250mAh 1s 1C 2.25A","471.000","4.003","2.250","71.70"
"2250mAh 1s 1C 2.25A","472.000","4.003","2.250","71.70"
"2250mAh 1s 1C 2.25A","473.000","4.003","2.250","71.60"
"2250mAh 1s 1C 2.25A","474.000","4.003","2.250","71.60"
"2250mAh 1s 1C 2.25A","475.000","4.003","2.250","71.60"
"2250mAh 1s 1C 2.25A","476.000","4.003","2.250","71.60"
"2250mAh 1s 1C 2.25A","477.000","4.002","2.250","71.60"
"2250mAh 1s 1C 2.25A","478.000","4.002","2.250","71.70"
"2250mAh 1s 1C 2.25A","479.000","4.002","2.250","71.70"
"2250mAh 1s 1C 2.25A","480.000","4.002","2.250","71.70"
"2250mAh 1s 1C 2.25A","481.000","4.000","2.250","71.70"
"2250mAh 1s 1C 2.25A","482.000","4.000","2.250","71.70"
"2250mAh 1s 1C 2.25A","483.000","4.000","2.250","71.70"
"2250mAh 1s 1C 2.25A","484.000","4.000","2.250","71.70"
"2250mAh 1s 1C 2.25A","485.000","4.000","2.250","71.70"
"2250mAh 1s 1C 2.25A","486.000","4.000","2.250","71.70"
"2250mAh 1s 1C 2.25A","487.000","4.000","2.250","71.70"
"2250mAh 1s 1C 2.25A","488.000","4.000","2.250","71.70"
"2250mAh 1s 1C 2.25A","489.000","3.999","2.250","71.60"
"2250mAh 1s 1C 2.25A","490.000","4.000","2.250","71.70"
"2250mAh 1s 1C 2.25A","491.000","3.999","2.250","71.70"
"2250mAh 1s 1C 2.25A","492.000","3.999","2.250","71.70"
"2250mAh 1s 1C 2.25A","493.000","3.999","2.250","71.60"
"2250mAh 1s 1C 2.25A","494.000","3.998","2.250","71.70"
"2250mAh 1s 1C 2.25A","495.000","3.998","2.250","71.70"
"2250mAh 1s 1C 2.25A","496.000","3.998","2.250","71.70"
"2250mAh 1s 1C 2.25A","497.000","3.996","2.250","71.70"
"2250mAh 1s 1C 2.25A","498.000","3.996","2.250","71.70"
"2250mAh 1s 1C 2.25A","499.000","3.996","2.250","71.70"
"2250mAh 1s 1C 2.25A","500.000","3.996","2.250","71.70"
"2250mAh 1s 1C 2.25A","501.000","3.995","2.250","71.70"
"2250mAh 1s 1C 2.25A","502.000","3.995","2.250","71.70"
"2250mAh 1s 1C 2.25A","503.000","3.995","2.250","71.70"
"2250mAh 1s 1C 2.25A","504.000","3.995","2.250","71.70"
"2250mAh 1s 1C 2.25A","505.000","3.995","2.250","71.60"
"2250mAh 1s 1C 2.25A","506.000","3.994","2.250","71.70"
"2250mAh 1s 1C 2.25A","507.000","3.994","2.250","71.70"
"2250mAh 1s 1C 2.25A","508.000","3.994","2.250","71.70"
"2250mAh 1s 1C 2.25A","509.000","3.994","2.250","71.70"
"2250mAh 1s 1C 2.25A","510.000","3.993","2.250","71.70"
"2250mAh 1s 1C 2.25A","511.000","3.994","2.250","71.70"
"2250mAh 1s 1C 2.25A","512.000","3.993","2.250","71.70"
"2250mAh 1s 1C 2.25A","513.000","3.993","2.250","71.80"
"2250mAh 1s 1C 2.25A","514.000","3.993","2.250","71.70"
"2250mAh 1s 1C 2.25A","515.000","3.991","2.250","71.70"
"2250mAh 1s 1C 2.25A","516.000","3.991","2.250","71.70"
"2250mAh 1s 1C 2.25A","517.000","3.991","2.250","71.80"
"2250mAh 1s 1C 2.25A","518.000","3.990","2.250","71.70"
"2250mAh 1s 1C 2.25A","519.000","3.990","2.250","71.70"
"2250mAh 1s 1C 2.25A","520.000","3.990","2.250","71.70"
"2250mAh 1s 1C 2.25A","521.000","3.990","2.250","71.70"
"2250mAh 1s 1C 2.25A","522.000","3.990","2.250","71.70"
"2250mAh 1s 1C 2.25A","523.000","3.989","2.250","71.70"
"2250mAh 1s 1C 2.25A","524.000","3.989","2.250","71.80"
"2250mAh 1s 1C 2.25A","525.000","3.988","2.250","71.70"
"2250mAh 1s 1C 2.25A","526.000","3.988","2.250","71.70"
"2250mAh 1s 1C 2.25A","527.000","3.988","2.250","71.70"
"2250mAh 1s 1C 2.25A","528.000","3.988","2.250","71.70"
"2250mAh 1s 1C 2.25A","529.000","3.986","2.250","71.80"
"2250mAh 1s 1C 2.25A","530.000","3.986","2.250","71.70"
"2250mAh 1s 1C 2.25A","531.000","3.986","2.250","71.80"
"2250mAh 1s 1C 2.25A","532.000","3.985","2.250","71.80"
"2250mAh 1s 1C 2.25A","533.000","3.985","2.250","71.70"
"2250mAh 1s 1C 2.25A","534.000","3.985","2.250","71.80"
"2250mAh 1s 1C 2.25A","535.000","3.985","2.250","71.80"
"2250mAh 1s 1C 2.25A","536.000","3.985","2.250","71.70"
"2250mAh 1s 1C 2.25A","537.000","3.984","2.250","71.80"
"2250mAh 1s 1C 2.25A","538.000","3.984","2.250","71.70"
"2250mAh 1s 1C 2.25A","539.000","3.984","2.250","71.80"
"2250mAh 1s 1C 2.25A","540.000","3.983","2.250","71.70"
"2250mAh 1s 1C 2.25A","541.000","3.983","2.250","71.80"
"2250mAh 1s 1C 2.25A","542.000","3.983","2.250","71.80"
"2250mAh 1s 1C 2.25A","543.000","3.981","2.250","71.80"
"2250mAh 1s 1C 2.25A","544.000","3.981","2.250","71.80"
"2250mAh 1s 1C 2.25A","545.000","3.983","2.250","71.80"
"2250mAh 1s 1C 2.25A","546.000","3.981","2.250","71.80"
"2250mAh 1s 1C 2.25A","547.000","3.980","2.250","71.70"
"2250mAh 1s 1C 2.25A","548.000","3.980","2.250","71.80"
"2250mAh 1s 1C 2.25A","549.000","3.980","2.250","71.80"
"2250mAh 1s 1C 2.25A","550.000","3.980","2.250","71.80"
"2250mAh 1s 1C 2.25A","551.000","3.979","2.250","71.80"
"2250mAh 1s 1C 2.25A","552.000","3.979","2.250","71.80"
"2250mAh 1s 1C 2.25A","553.000","3.978","2.250","71.80"
"2250mAh 1s 1C 2.25A","554.000","3.978","2.250","71.80"
"2250mAh 1s 1C 2.25A","555.000","3.978","2.250","71.80"
"2250mAh 1s 1C 2.25A","556.000","3.976","2.250","71.80"
"2250mAh 1s 1C 2.25A","557.000","3.975","2.250","71.80"
"2250mAh 1s 1C 2.25A","558.000","3.975","2.250","71.80"
"2250mAh 1s 1C 2.25A","559.000","3.975","2.250","71.90"
"2250mAh 1s 1C 2.25A","560.000","3.975","2.250","71.80"
"2250mAh 1s 1C 2.25A","561.000","3.975","2.250","71.90"
"2250mAh 1s 1C 2.25A","562.000","3.974","2.250","71.80"
"2250mAh 1s 1C 2.25A","563.000","3.974","2.250","71.80"
"2250mAh 1s 1C 2.25A","564.000","3.973","2.250","71.80"
"2250mAh 1s 1C 2.25A","565.000","3.973","2.250","71.80"
"2250mAh 1s 1C 2.25A","566.000","3.973","2.250","71.80"
"2250mAh 1s 1C 2.25A","567.000","3.971","2.250","71.80"
"2250mAh 1s 1C 2.25A","568.000","3.971","2.250","71.80"
"2250mAh 1s 1C 2.25A","569.000","3.971","2.250","71.80"
"2250mAh 1s 1C 2.25A","570.000","3.970","2.250","71.80"
"2250mAh 1s 1C 2.25A","571.000","3.970","2.250","71.80"
"2250mAh 1s 1C 2.25A","572.000","3.970","2.250","71.80"
"2250mAh 1s 1C 2.25A","573.000","3.969","2.250","71.80"
"2250mAh 1s 1C 2.25A","574.000","3.969","2.250","71.90"
"2250mAh 1s 1C 2.25A","575.000","3.969","2.250","71.80"
"2250mAh 1s 1C 2.25A","576.000","3.968","2.250","71.80"
"2250mAh 1s 1C 2.25A","577.000","3.968","2.250","71.80"
"2250mAh 1s 1C 2.25A","578.000","3.968","2.250","71.90"
"2250mAh 1s 1C 2.25A","579.000","3.968","2.250","71.90"
"2250mAh 1s 1C 2.25A","580.000","3.966","2.250","71.80"
"2250mAh 1s 1C 2.25A","581.000","3.966","2.250","71.80"
"2250mAh 1s 1C 2.25A","582.000","3.965","2.250","71.90"
"2250mAh 1s 1C 2.25A","583.000","3.965","2.250","71.80"
"2250mAh 1s 1C 2.25A","584.000","3.965","2.250","71.90"
"2250mAh 1s 1C 2.25A","585.000","3.965","2.250","71.80"
"2250mAh 1s 1C 2.25A","586.000","3.965","2.250","71.90"
"2250mAh 1s 1C 2.25A","587.000","3.965","2.250","71.80"
"2250mAh 1s 1C 2.25A","588.000","3.965","2.250","71.80"
"2250mAh 1s 1C 2.25A","589.000","3.964","2.250","71.90"
"2250mAh 1s 1C 2.25A","590.000","3.963","2.250","71.80"
"2250mAh 1s 1C 2.25A","591.000","3.964","2.250","71.90"
"2250mAh 1s 1C 2.25A","592.000","3.963","2.250","71.90"
"2250mAh 1s 1C 2.25A","593.000","3.961","2.250","71.90"
"2250mAh 1s 1C 2.25A","594.000","3.961","2.250","71.90"
"2250mAh 1s 1C 2.25A","595.000","3.961","2.250","71.90"
"2250mAh 1s 1C 2.25A","596.000","3.961","2.250","71.90"
"2250mAh 1s 1C 2.25A","597.000","3.960","2.250","71.80"
"2250mAh 1s 1C 2.25A","598.000","3.960","2.250","71.90"
"2250mAh 1s 1C 2.25A","599.000","3.960","2.250","71.90"
"2250mAh 1s 1C 2.25A","600.000","3.960","2.250","71.90"
"2250mAh 1s 1C 2.25A","601.000","3.960","2.250","71.90"
"2250mAh 1s 1C 2.25A","602.000","3.959","2.250","71.90"
"2250mAh 1s 1C 2.25A","603.000","3.959","2.250","71.90"
"2250mAh 1s 1C 2.25A","604.000","3.958","2.250","71.80"
"2250mAh 1s 1C 2.25A","605.000","3.958","2.250","71.90"
"2250mAh 1s 1C 2.25A","606.000","3.956","2.250","71.90"
"2250mAh 1s 1C 2.25A","607.000","3.956","2.250","71.90"
"2250mAh 1s 1C 2.25A","608.000","3.956","2.250","71.90"
"2250mAh 1s 1C 2.25A","609.000","3.955","2.250","71.90"
"2250mAh 1s 1C 2.25A","610.000","3.955","2.250","71.80"
"2250mAh 1s 1C 2.25A","611.000","3.955","2.250","71.90"
"2250mAh 1s 1C 2.25A","612.000","3.955","2.250","71.90"
"2250mAh 1s 1C 2.25A","613.000","3.954","2.250","71.90"
"2250mAh 1s 1C 2.25A","614.000","3.954","2.250","71.90"
"2250mAh 1s 1C 2.25A","615.000","3.954","2.250","71.80"
"2250mAh 1s 1C 2.25A","616.000","3.954","2.250","71.90"
"2250mAh 1s 1C 2.25A","617.000","3.953","2.250","71.90"
"2250mAh 1s 1C 2.25A","618.000","3.953","2.250","71.80"
"2250mAh 1s 1C 2.25A","619.000","3.953","2.250","71.90"
"2250mAh 1s 1C 2.25A","620.000","3.953","2.250","71.90"
"2250mAh 1s 1C 2.25A","621.000","3.951","2.250","71.80"
"2250mAh 1s 1C 2.25A","622.000","3.951","2.250","71.90"
"2250mAh 1s 1C 2.25A","623.000","3.950","2.250","71.90"
"2250mAh 1s 1C 2.25A","624.000","3.950","2.250","71.80"
"2250mAh 1s 1C 2.25A","625.000","3.950","2.250","71.90"
"2250mAh 1s 1C 2.25A","626.000","3.950","2.250","71.90"
"2250mAh 1s 1C 2.25A","627.000","3.950","2.250","71.80"
"2250mAh 1s 1C 2.25A","628.000","3.949","2.250","71.90"
"2250mAh 1s 1C 2.25A","629.000","3.949","2.250","71.90"
"2250mAh 1s 1C 2.25A","630.000","3.949","2.250","71.80"
"2250mAh 1s 1C 2.25A","631.000","3.947","2.250","71.80"
"2250mAh 1s 1C 2.25A","632.000","3.947","2.250","71.90"
"2250mAh 1s 1C 2.25A","633.000","3.947","2.250","71.80"
"2250mAh 1s 1C 2.25A","634.000","3.947","2.250","71.90"
"2250mAh 1s 1C 2.25A","635.000","3.946","2.250","71.90"
"2250mAh 1s 1C 2.25A","636.000","3.946","2.250","71.80"
"2250mAh 1s 1C 2.25A","637.000","3.946","2.250","71.90"
"2250mAh 1s 1C 2.25A","638.000","3.945","2.250","71.90"
"2250mAh 1s 1C 2.25A","639.000","3.945","2.250","71.80"
"2250mAh 1s 1C 2.25A","640.000","3.945","2.250","71.80"
"2250mAh 1s 1C 2.25A","641.000","3.945","2.250","71.90"
"2250mAh 1s 1C 2.25A","642.000","3.945","2.250","71.90"
"2250mAh 1s 1C 2.25A","643.000","3.945","2.250","71.80"
"2250mAh 1s 1C 2.25A","644.000","3.944","2.250","71.90"
"2250mAh 1s 1C 2.25A","645.000","3.944","2.250","71.80"
"2250mAh 1s 1C 2.25A","646.000","3.944","2.250","71.80"
"2250mAh 1s 1C 2.25A","647.000","3.944","2.250","71.90"
"2250mAh 1s 1C 2.25A","648.000","3.944","2.250","71.80"
"2250mAh 1s 1C 2.25A","649.000","3.942","2.250","71.80"
"2250mAh 1s 1C 2.25A","650.000","3.942","2.250","71.90"
"2250mAh 1s 1C 2.25A","651.000","3.942","2.250","71.90"
"2250mAh 1s 1C 2.25A","652.000","3.941","2.250","71.80"
"2250mAh 1s 1C 2.25A","653.000","3.941","2.250","71.90"
"2250mAh 1s 1C 2.25A","654.000","3.941","2.250","71.80"
"2250mAh 1s 1C 2.25A","655.000","3.940","2.250","71.80"
"2250mAh 1s 1C 2.25A","656.000","3.940","2.250","71.80"
"2250mAh 1s 1C 2.25A","657.000","3.940","2.250","71.80"
"2250mAh 1s 1C 2.25A","658.000","3.940","2.250","71.80"
"2250mAh 1s 1C 2.25A","659.000","3.939","2.250","71.90"
"2250mAh 1s 1C 2.25A","660.000","3.939","2.250","71.80"
"2250mAh 1s 1C 2.25A","661.000","3.937","2.250","71.80"
"2250mAh 1s 1C 2.25A","662.000","3.937","2.250","71.80"
"2250mAh 1s 1C 2.25A","663.000","3.937","2.250","71.80"
"2250mAh 1s 1C 2.25A","664.000","3.936","2.250","71.80"
"2250mAh 1s 1C 2.25A","665.000","3.936","2.250","71.90"
"2250mAh 1s 1C 2.25A","666.000","3.936","2.250","71.80"
"2250mAh 1s 1C 2.25A","667.000","3.936","2.250","71.90"
"2250mAh 1s 1C 2.25A","668.000","3.935","2.250","71.80"
"2250mAh 1s 1C 2.25A","669.000","3.935","2.250","71.80"
"2250mAh 1s 1C 2.25A","670.000","3.935","2.250","71.80"
"2250mAh 1s 1C 2.25A","671.000","3.935","2.250","71.80"
"2250mAh 1s 1C 2.25A","672.000","3.934","2.250","71.80"
"2250mAh 1s 1C 2.25A","673.000","3.934","2.250","71.80"
"2250mAh 1s 1C 2.25A","674.000","3.935","2.250","71.80"
"2250mAh 1s 1C 2.25A","675.000","3.934","2.250","71.80"
"2250mAh 1s 1C 2.25A","676.000","3.934","2.250","71.80"
"2250mAh 1s 1C 2.25A","677.000","3.934","2.250","71.80"
"2250mAh 1s 1C 2.25A","678.000","3.934","2.250","71.80"
"2250mAh 1s 1C 2.25A","679.000","3.932","2.250","71.80"
"2250mAh 1s 1C 2.25A","680.000","3.932","2.250","71.80"
"2250mAh 1s 1C 2.25A","681.000","3.932","2.250","71.80"
"2250mAh 1s 1C 2.25A","682.000","3.932","2.250","71.80"
"2250mAh 1s 1C 2.25A","683.000","3.932","2.250","71.80"
"2250mAh 1s 1C 2.25A","684.000","3.931","2.250","71.80"
"2250mAh 1s 1C 2.25A","685.000","3.931","2.250","71.80"
"2250mAh 1s 1C 2.25A","686.000","3.931","2.250","71.80"
"2250mAh 1s 1C 2.25A","687.000","3.930","2.250","71.80"
"2250mAh 1s 1C 2.25A","688.000","3.930","2.250","71.80"
"2250mAh 1s 1C 2.25A","689.000","3.930","2.250","71.80"
"2250mAh 1s 1C 2.25A","690.000","3.930","2.250","71.80"
"2250mAh 1s 1C 2.25A","691.000","3.930","2.250","71.80"
"2250mAh 1s 1C 2.25A","692.000","3.930","2.250","71.80"
"2250mAh 1s 1C 2.25A","693.000","3.929","2.250","71.80"
"2250mAh 1s 1C 2.25A","694.000","3.929","2.250","71.70"
"2250mAh 1s 1C 2.25A","695.000","3.927","2.250","71.80"
"2250mAh 1s 1C 2.25A","696.000","3.927","2.250","71.70"
"2250mAh 1s 1C 2.25A","697.000","3.927","2.250","71.80"
"2250mAh 1s 1C 2.25A","698.000","3.927","2.250","71.80"
"2250mAh 1s 1C 2.25A","699.000","3.927","2.250","71.80"
"2250mAh 1s 1C 2.25A","700.000","3.927","2.250","71.80"
"2250mAh 1s 1C 2.25A","701.000","3.926","2.250","71.80"
"2250mAh 1s 1C 2.25A","702.000","3.926","2.250","71.80"
"2250mAh 1s 1C 2.25A","703.000","3.926","2.250","71.80"
"2250mAh 1s 1C 2.25A","704.000","3.926","2.250","71.80"
"2250mAh 1s 1C 2.25A","705.000","3.926","2.250","71.70"
"2250mAh 1s 1C 2.25A","706.000","3.925","2.250","71.70"
"2250mAh 1s 1C 2.25A","707.000","3.925","2.250","71.80"
"2250mAh 1s 1C 2.25A","708.000","3.925","2.250","71.80"
"2250mAh 1s 1C 2.25A","709.000","3.925","2.250","71.80"
"2250mAh 1s 1C 2.25A","710.000","3.925","2.250","71.70"
"2250mAh 1s 1C 2.25A","711.000","3.925","2.250","71.70"
"2250mAh 1s 1C 2.25A","712.000","3.925","2.250","71.70"
"2250mAh 1s 1C 2.25A","713.000","3.925","2.250","71.70"
"2250mAh 1s 1C 2.25A","714.000","3.924","2.250","71.70"
"2250mAh 1s 1C 2.25A","715.000","3.924","2.250","71.70"
"2250mAh 1s 1C 2.25A","716.000","3.924","2.250","71.70"
"2250mAh 1s 1C 2.25A","717.000","3.924","2.250","71.70"
"2250mAh 1s 1C 2.25A","718.000","3.922","2.250","71.70"
"2250mAh 1s 1C 2.25A","719.000","3.922","2.250","71.70"
"2250mAh 1s 1C 2.25A","720.000","3.922","2.250","71.70"
"2250mAh 1s 1C 2.25A","721.000","3.922","2.250","71.70"
"2250mAh 1s 1C 2.25A","722.000","3.922","2.250","71.70"
"2250mAh 1s 1C 2.25A","723.000","3.922","2.250","71.70"
"2250mAh 1s 1C 2.25A","724.000","3.921","2.250","71.70"
"2250mAh 1s 1C 2.25A","725.000","3.921","2.250","71.70"
"2250mAh 1s 1C 2.25A","726.000","3.921","2.250","71.60"
"2250mAh 1s 1C 2.25A","727.000","3.921","2.250","71.80"
"2250mAh 1s 1C 2.25A","728.000","3.921","2.250","71.70"
"2250mAh 1s 1C 2.25A","729.000","3.920","2.250","71.70"
"2250mAh 1s 1C 2.25A","730.000","3.920","2.250","71.60"
"2250mAh 1s 1C 2.25A","731.000","3.920","2.250","71.70"
"2250mAh 1s 1C 2.25A","732.000","3.920","2.250","71.70"
"2250mAh 1s 1C 2.25A","733.000","3.920","2.250","71.70"
"2250mAh 1s 1C 2.25A","734.000","3.920","2.250","71.70"
"2250mAh 1s 1C 2.25A","735.000","3.920","2.250","71.70"
"2250mAh 1s 1C 2.25A","736.000","3.919","2.250","71.70"
"2250mAh 1s 1C 2.25A","737.000","3.919","2.250","71.60"
"2250mAh 1s 1C 2.25A","738.000","3.919","2.250","71.70"
"2250mAh 1s 1C 2.25A","739.000","3.919","2.250","71.60"
"2250mAh 1s 1C 2.25A","740.000","3.919","2.250","71.70"
"2250mAh 1s 1C 2.25A","741.000","3.919","2.250","71.70"
"2250mAh 1s 1C 2.25A","742.000","3.917","2.250","71.60"
"2250mAh 1s 1C 2.25A","743.000","3.917","2.250","71.60"
"2250mAh 1s 1C 2.25A","744.000","3.917","2.250","71.60"
"2250mAh 1s 1C 2.25A","745.000","3.916","2.250","71.60"
"2250mAh 1s 1C 2.25A","746.000","3.917","2.250","71.60"
"2250mAh 1s 1C 2.25A","747.000","3.916","2.250","71.60"
"2250mAh 1s 1C 2.25A","748.000","3.915","2.250","71.60"
"2250mAh 1s 1C 2.25A","749.000","3.915","2.250","71.60"
"2250mAh 1s 1C 2.25A","750.000","3.915","2.250","71.60"
"2250mAh 1s 1C 2.25A","751.000","3.915","2.250","71.60"
"2250mAh 1s 1C 2.25A","752.000","3.915","2.250","71.60"
"2250mAh 1s 1C 2.25A","753.000","3.915","2.250","71.60"
"2250mAh 1s 1C 2.25A","754.000","3.915","2.250","71.60"
"2250mAh 1s 1C 2.25A","755.000","3.915","2.250","71.60"
"2250mAh 1s 1C 2.25A","756.000","3.915","2.250","71.60"
"2250mAh 1s 1C 2.25A","757.000","3.914","2.250","71.60"
"2250mAh 1s 1C 2.25A","758.000","3.914","2.250","71.60"
"2250mAh 1s 1C 2.25A","759.000","3.914","2.250","71.60"
"2250mAh 1s 1C 2.25A","760.000","3.914","2.250","71.60"
"2250mAh 1s 1C 2.25A","761.000","3.914","2.250","71.60"
"2250mAh 1s 1C 2.25A","762.000","3.914","2.250","71.60"
"2250mAh 1s 1C 2.25A","763.000","3.912","2.250","71.60"
"2250mAh 1s 1C 2.25A","764.000","3.912","2.250","71.60"
"2250mAh 1s 1C 2.25A","765.000","3.912","2.250","71.50"
"2250mAh 1s 1C 2.25A","766.000","3.912","2.250","71.60"
"2250mAh 1s 1C 2.25A","767.000","3.912","2.250","71.60"
"2250mAh 1s 1C 2.25A","768.000","3.911","2.250","71.50"
"2250mAh 1s 1C 2.25A","769.000","3.911","2.250","71.50"
"2250mAh 1s 1C 2.25A","770.000","3.911","2.250","71.60"
"2250mAh 1s 1C 2.25A","771.000","3.911","2.250","71.60"
"2250mAh 1s 1C 2.25A","772.000","3.911","2.250","71.60"
"2250mAh 1s 1C 2.25A","773.000","3.911","2.250","71.60"
"2250mAh 1s 1C 2.25A","774.000","3.911","2.250","71.60"
"2250mAh 1s 1C 2.25A","775.000","3.910","2.250","71.60"
"2250mAh 1s 1C 2.25A","776.000","3.910","2.250","71.50"
"2250mAh 1s 1C 2.25A","777.000","3.910","2.250","71.50"
"2250mAh 1s 1C 2.25A","778.000","3.910","2.250","71.50"
"2250mAh 1s 1C 2.25A","779.000","3.910","2.250","71.50"
"2250mAh 1s 1C 2.25A","780.000","3.910","2.250","71.50"
"2250mAh 1s 1C 2.25A","781.000","3.910","2.250","71.50"
"2250mAh 1s 1C 2.25A","782.000","3.909","2.250","71.50"
"2250mAh 1s 1C 2.25A","783.000","3.909","2.250","71.50"
